Format Version,1.24,Take Name,VectorSurgeTrials_013SNAP,Take Notes,,Capture Frame Rate,60,Export Frame Rate,60,Capture Start Time,2024-09-10 04.04.56.425 PM,Capture Start Frame,33991,Total Frames in Take,9894,Total Exported Frames,9894,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,
,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,,,,,,,,,,
,Name,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,,,,,,,,,,
,ID,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,,,,,,,,,,
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,,
2273,37.883333,0.411025,-0.009709,0.411269,3233.263916,-4.296098,1127.525391,10.600969,-6.987455,42.819351,-2577.228027,-2874.845947,33.276848,,,,,,,,,,
2274,37.9,0.437467,0.001178,0.426796,3233.265137,-4.315418,1127.542725,10.623903,-7.07775,42.803387,-2577.203857,-2874.875732,33.267365,,,,,,,,,,
2275,37.916667,0.453889,-0.013191,0.433039,3233.263916,-4.315991,1127.525635,10.637943,-7.056562,42.696568,-2577.236816,-2874.990479,33.204102,,,,,,,,,,
2276,37.933333,0.42527,0.010874,0.38202,3233.27832,-4.284707,1127.497437,10.641868,-7.083144,42.823399,-2577.200928,-2874.852539,33.264839,,,,,,,,,,
2277,37.95,0.455727,0.034424,0.484462,3233.294922,-4.326416,1127.557495,10.594642,-7.082096,42.795544,-2577.194824,-2874.841797,33.284863,,,,,,,,,,
2278,37.966667,0.461382,0.015978,0.471611,3233.251465,-4.326027,1127.583862,10.63361,-7.108762,42.737507,-2577.211914,-2874.943604,33.186356,,,,,,,,,,
2279,37.983333,0.46691,0.026011,0.458994,3233.209717,-4.306234,1127.579712,10.675966,-7.166416,42.688137,-2577.220703,-2874.921387,33.21769,,,,,,,,,,
2280,38,0.47369,0.006852,0.482487,3233.184326,-4.309894,1127.59314,10.637645,-7.153039,42.832092,-2577.186523,-2874.797363,33.29541,,,,,,,,,,
2281,38.016667,0.460301,-0.006723,0.495348,3233.19458,-4.313385,1127.588013,10.584606,-7.043057,42.746265,-2577.21582,-2874.89502,33.245602,,,,,,,,,,
2282,38.033333,0.455194,-0.013516,0.476663,3233.232178,-4.30926,1127.564087,10.594616,-6.992254,42.628616,-2577.256348,-2874.952637,33.216759,,,,,,,,,,
2283,38.05,0.441159,-0.004301,0.447274,3233.224609,-4.293637,1127.579346,10.572192,-7.076879,42.804234,-2577.222656,-2874.799316,33.269035,,,,,,,,,,
2284,38.066667,0.445985,0.01764,0.409071,3233.254395,-4.309669,1127.572998,10.628596,-7.017797,42.676205,-2577.230957,-2874.932129,33.19252,,,,,,,,,,
2285,38.083333,0.452803,0.023742,0.399752,3233.261963,-4.297157,1127.577515,10.607691,-7.06669,42.760616,-2577.188477,-2874.897705,33.243919,,,,,,,,,,
2286,38.1,0.455105,0.03412,0.410445,3233.23291,-4.296365,1127.56604,10.649591,-7.189853,42.810474,-2577.192627,-2874.872314,33.268074,,,,,,,,,,
2287,38.116667,0.458431,-0.009551,0.451667,3233.243896,-4.319013,1127.559204,10.622022,-7.089088,42.759212,-2577.187256,-2874.902832,33.254417,,,,,,,,,,
2288,38.133333,0.449437,0.007535,0.443809,3233.243164,-4.315454,1127.554932,10.546475,-6.877185,42.694862,-2577.247314,-2874.937012,33.273083,,,,,,,,,,
2289,38.15,0.451522,0.001899,0.45499,3233.213135,-4.293733,1127.55835,10.545453,-6.887277,42.785648,-2577.227051,-2874.906982,33.253567,,,,,,,,,,
2290,38.166667,0.444351,0.003754,0.450311,3233.237793,-4.310137,1127.538208,10.619446,-7.137143,42.77417,-2577.196777,-2874.853516,33.26178,,,,,,,,,,
2291,38.183333,0.449502,-0.017192,0.446195,3233.249023,-4.314463,1127.550903,10.568013,-7.050942,42.736561,-2577.221191,-2874.945801,33.231857,,,,,,,,,,
2292,38.2,0.446939,-0.013788,0.442516,3233.259766,-4.297404,1127.560059,10.592669,-7.133091,42.822113,-2577.18042,-2874.848389,33.267654,,,,,,,,,,
2293,38.216667,0.449179,-0.027739,0.415868,3233.273926,-4.304089,1127.549561,10.583929,-6.960569,42.801743,-2577.202881,-2874.924316,33.242764,,,,,,,,,,
2294,38.233333,0.449802,-0.029106,0.428869,3233.260986,-4.316836,1127.557007,10.579562,-7.093551,42.760162,-2577.223145,-2874.880127,33.275608,,,,,,,,,,
2295,38.25,0.436311,-0.005306,0.405912,3233.270508,-4.290827,1127.559814,10.588356,-7.084286,42.817451,-2577.199219,-2874.879883,33.237946,,,,,,,,,,
2296,38.266667,0.426003,0.004174,0.42708,3233.233887,-4.267452,1127.53772,10.530007,-6.999735,42.821949,-2577.202637,-2874.87793,33.280247,,,,,,,,,,
2297,38.283333,0.431375,0.001901,0.452196,3233.241943,-4.295845,1127.533691,10.751436,-7.251078,42.753143,-2577.217529,-2874.873047,33.21418,,,,,,,,,,
2298,38.3,0.445459,-0.002547,0.463672,3233.248535,-4.298465,1127.556641,10.600202,-6.98615,42.714985,-2577.190918,-2874.913086,33.225311,,,,,,,,,,
2299,38.316667,0.474832,-0.018002,0.469654,3233.204346,-4.306152,1127.584595,10.585212,-7.102826,42.798569,-2577.182617,-2874.842041,33.28458,,,,,,,,,,
2300,38.333333,0.481417,-0.007635,0.478709,3233.182861,-4.327265,1127.588867,10.51549,-6.954716,42.902752,-2577.177734,-2874.810059,33.335823,,,,,,,,,,
2301,38.35,0.464455,0.027393,0.448616,3233.206055,-4.331769,1127.573608,10.538141,-6.947335,42.78693,-2577.207031,-2874.910889,33.255409,,,,,,,,,,
2302,38.366667,0.462214,0.04621,0.431112,3233.227539,-4.311075,1127.579834,10.632107,-7.090303,42.860699,-2577.207764,-2874.835938,33.252766,,,,,,,,,,
2303,38.383333,0.461532,0.023181,0.427291,3233.23584,-4.306544,1127.577881,10.575275,-6.999002,42.748283,-2577.216553,-2874.925781,33.213448,,,,,,,,,,
2304,38.4,0.457992,0.015949,0.430754,3233.256836,-4.32109,1127.563599,10.713804,-7.07663,42.664028,-2577.253662,-2874.959229,33.209541,,,,,,,,,,
2305,38.416667,0.448565,-0.005831,0.460074,3233.218994,-4.300851,1127.594604,10.611261,-7.063903,42.842995,-2577.201172,-2874.810547,33.262669,,,,,,,,,,
2306,38.433333,0.449898,0.012714,0.442779,3233.211426,-4.298677,1127.569702,10.614641,-7.062613,42.782894,-2577.197754,-2874.839355,33.250484,,,,,,,,,,
2307,38.45,0.441377,0.033577,0.420242,3233.234131,-4.28844,1127.566528,10.604893,-7.083649,42.700748,-2577.220947,-2874.942871,33.223427,,,,,,,,,,
2308,38.466667,0.469584,0.127485,0.380663,3233.1521,-4.22726,1127.611328,10.621614,-7.061809,42.781265,-2577.227783,-2874.947998,33.229645,,,,,,,,,,
2309,38.483333,0.465516,0.09475,0.390721,3233.190186,-4.277595,1127.590454,10.588534,-7.058009,42.770462,-2577.219482,-2874.933594,33.232323,,,,,,,,,,
2310,38.5,0.442929,0.035478,0.401543,3233.230225,-4.289002,1127.561401,10.610819,-7.055957,42.756344,-2577.220703,-2874.933105,33.24633,,,,,,,,,,
2311,38.516667,0.431843,-0.013695,0.415594,3233.250732,-4.296619,1127.554077,10.59023,-7.098276,42.751682,-2577.213135,-2874.889893,33.24752,,,,,,,,,,
2312,38.533333,0.437509,-0.021602,0.440389,3233.26709,-4.320344,1127.559204,10.603824,-7.091209,42.8316,-2577.199951,-2874.80127,33.29097,,,,,,,,,,
2313,38.55,0.453806,0.017388,0.494894,3233.281006,-4.31835,1127.578369,10.552914,-7.012458,42.746502,-2577.23999,-2874.973389,33.213757,,,,,,,,,,
2314,38.566667,0.454444,0.01057,0.4438,3233.275146,-4.31435,1127.57666,10.642928,-7.222527,42.712093,-2577.223145,-2874.885254,33.244469,,,,,,,,,,
2315,38.583333,0.445875,0.013333,0.425407,3233.248779,-4.313171,1127.553955,10.517974,-7.060474,42.747002,-2577.269775,-2874.698242,33.319702,,,,,,,,,,
2316,38.6,0.42352,0.008643,0.415181,3233.22876,-4.291615,1127.552246,10.623637,-6.940056,42.815563,-2577.224121,-2874.836914,33.279366,,,,,,,,,,
2317,38.616667,0.450661,0.02724,0.483845,3233.283691,-4.326182,1127.552246,10.574325,-7.073702,42.738091,-2577.220215,-2874.904785,33.239994,,,,,,,,,,
2318,38.633333,0.459546,0.021708,0.45978,3233.254883,-4.311762,1127.58252,10.663448,-7.073259,42.797703,-2577.197998,-2874.873535,33.244991,,,,,,,,,,
2319,38.65,0.472662,0.017491,0.439557,3233.234375,-4.309778,1127.563965,10.591104,-7.066113,42.827278,-2577.206299,-2874.861572,33.277176,,,,,,,,,,
2320,38.666667,0.449485,0.009192,0.43555,3233.264893,-4.323222,1127.577026,10.707897,-7.020436,42.607204,-2577.276123,-2875.016357,33.179359,,,,,,,,,,
2321,38.683333,0.447465,-0.015049,0.484501,3233.302002,-4.314945,1127.571411,10.60498,-7.065166,42.836075,-2577.206787,-2874.805176,33.259857,,,,,,,,,,
2322,38.7,0.457753,-0.015411,0.436336,3233.273926,-4.317149,1127.545654,10.604497,-7.071371,42.768951,-2577.199463,-2874.812256,33.252922,,,,,,,,,,
2323,38.716667,0.436077,-0.020424,0.425536,3233.288086,-4.309373,1127.534546,10.597818,-6.958691,42.658466,-2577.245361,-2874.977539,33.19442,,,,,,,,,,
2324,38.733333,0.430243,-0.021702,0.432573,3233.284424,-4.303061,1127.562866,10.534292,-6.967244,42.818455,-2577.213867,-2874.853516,33.28474,,,,,,,,,,
2325,38.75,0.438109,-0.013396,0.416154,3233.259033,-4.305481,1127.557495,10.552933,-7.084563,42.845924,-2577.19043,-2874.829834,33.254925,,,,,,,,,,
2326,38.766667,0.438594,0.007292,0.395024,3233.240479,-4.301158,1127.537231,10.617325,-7.076624,42.78281,-2577.208008,-2874.934082,33.223015,,,,,,,,,,
2327,38.783333,0.439163,0.006474,0.433851,3233.243652,-4.325811,1127.569458,10.648916,-7.096779,42.702713,-2577.237549,-2874.998779,33.216545,,,,,,,,,,
2328,38.8,0.458672,0.025844,0.462427,3233.247559,-4.329351,1127.571411,10.655429,-7.136046,42.856579,-2577.177002,-2874.842041,33.261452,,,,,,,,,,
2329,38.816667,0.45513,0.014133,0.458021,3233.220215,-4.315868,1127.590454,10.51855,-6.910187,42.720341,-2577.239258,-2874.919189,33.252449,,,,,,,,,,
2330,38.833333,0.448292,0.030821,0.437929,3233.229004,-4.332303,1127.563721,10.633801,-7.123015,42.700508,-2577.26416,-2874.956543,33.217701,,,,,,,,,,
2331,38.85,0.44272,0.014401,0.454884,3233.233154,-4.327855,1127.581055,10.584891,-7.054199,42.898029,-2577.174316,-2874.768066,33.30817,,,,,,,,,,
2332,38.866667,0.456589,0.000234,0.475006,3233.220459,-4.307383,1127.573364,10.578222,-6.943956,42.853725,-2577.208252,-2874.82959,33.279476,,,,,,,,,,
2333,38.883333,0.470712,-0.017492,0.466892,3233.227783,-4.311618,1127.554321,10.703672,-7.202653,42.744919,-2577.226807,-2874.929443,33.204391,,,,,,,,,,
2334,38.9,0.469217,-0.026002,0.471486,3233.23584,-4.329748,1127.568481,10.559587,-7.097539,42.776894,-2577.22168,-2874.846191,33.261452,,,,,,,,,,
2335,38.916667,0.460251,-0.020918,0.451645,3233.244873,-4.311219,1127.564575,10.628959,-7.106401,42.838646,-2577.202148,-2874.800049,33.302284,,,,,,,,,,
2336,38.933333,0.45707,-0.011171,0.44111,3233.257568,-4.327527,1127.539429,10.612529,-7.005179,42.729534,-2577.23877,-2874.931885,33.211018,,,,,,,,,,
2337,38.95,0.453416,-0.010298,0.44411,3233.274658,-4.327697,1127.554688,10.583083,-6.919915,42.606491,-2577.256592,-2875.002441,33.195049,,,,,,,,,,
2338,38.966667,0.457653,-0.01768,0.475429,3233.265625,-4.351151,1127.581299,10.622648,-7.148087,42.77343,-2577.179443,-2874.764648,33.310276,,,,,,,,,,
2339,38.983333,0.472293,-0.004971,0.471834,3233.217285,-4.319792,1127.555542,10.666831,-7.078726,42.674225,-2577.220215,-2874.973633,33.213238,,,,,,,,,,
2340,39,0.456529,-0.012594,0.470611,3233.212402,-4.319954,1127.575439,10.6189,-7.001609,42.75367,-2577.213379,-2874.895996,33.247574,,,,,,,,,,
2341,39.016667,0.460033,0.011498,0.462218,3233.239258,-4.323773,1127.566284,10.574428,-7.009597,42.870388,-2577.189941,-2874.815674,33.301666,,,,,,,,,,
2342,39.033333,0.458327,0.00271,0.453266,3233.236816,-4.312443,1127.563965,10.636109,-6.974056,42.709198,-2577.201904,-2874.925049,33.237637,,,,,,,,,,
2343,39.05,0.465079,-0.005643,0.440346,3233.239746,-4.323882,1127.536621,10.598807,-7.023094,42.659779,-2577.213623,-2874.980957,33.198734,,,,,,,,,,
2344,39.066667,0.461706,-0.03154,0.462437,3233.23999,-4.343655,1127.568359,10.584774,-6.986449,42.835648,-2577.202637,-2874.865479,33.280888,,,,,,,,,,
2345,39.083333,0.442046,-0.021263,0.442871,3233.249756,-4.324811,1127.572021,10.617229,-7.021996,42.867027,-2577.18457,-2874.8396,33.303463,,,,,,,,,,
2346,39.1,0.450596,-0.003225,0.441174,3233.250488,-4.310194,1127.539673,10.605445,-7.029177,42.702789,-2577.230713,-2874.973877,33.229782,,,,,,,,,,
2347,39.116667,0.433468,-0.022493,0.455629,3233.258789,-4.309187,1127.540161,10.645133,-7.016671,42.720798,-2577.227539,-2874.914307,33.207706,,,,,,,,,,
2348,39.133333,0.442574,-0.003749,0.461344,3233.281494,-4.326042,1127.556885,10.560982,-6.942151,42.800907,-2577.194824,-2874.881104,33.233505,,,,,,,,,,
2349,39.15,0.459885,0.008415,0.468099,3233.230469,-4.317354,1127.547241,10.604819,-7.045384,42.695038,-2577.248047,-2874.915283,33.26318,,,,,,,,,,
2350,39.166667,0.465412,-0.002211,0.479509,3233.207031,-4.319369,1127.56958,10.635385,-7.144802,42.766453,-2577.207031,-2874.849609,33.245327,,,,,,,,,,
2351,39.183333,0.442472,0.012609,0.466313,3233.23877,-4.328261,1127.575806,10.657895,-7.1946,42.846512,-2577.182129,-2874.814941,33.25584,,,,,,,,,,
2352,39.2,0.434354,0.030942,0.475443,3233.270752,-4.308875,1127.546509,10.616556,-7.027125,42.718452,-2577.246338,-2874.949219,33.216568,,,,,,,,,,
2353,39.216667,0.46121,-0.014345,0.458896,3233.230469,-4.311192,1127.558228,10.555143,-7.004958,42.755981,-2577.232178,-2874.912598,33.285389,,,,,,,,,,
2354,39.233333,0.448996,0.000867,0.445499,3233.247559,-4.314206,1127.552734,10.647024,-7.162204,42.829109,-2577.195312,-2874.841553,33.268623,,,,,,,,,,
2355,39.25,0.442974,0.006601,0.426233,3233.248047,-4.298498,1127.544434,10.645362,-7.144946,42.79723,-2577.218018,-2874.856445,33.251369,,,,,,,,,,
2356,39.266667,0.454475,-0.004644,0.437906,3233.240723,-4.312221,1127.54187,10.59553,-7.103795,42.759945,-2577.219727,-2874.891113,33.251179,,,,,,,,,,
2357,39.283333,0.432406,-0.034335,0.426892,3233.258301,-4.296249,1127.546021,10.658228,-7.143996,42.828251,-2577.191162,-2874.80127,33.295212,,,,,,,,,,
2358,39.3,0.450736,-0.020818,0.432734,3233.27124,-4.291878,1127.536987,10.621612,-7.106236,42.882118,-2577.185303,-2874.726074,33.326431,,,,,,,,,,
2359,39.316667,0.436088,-0.007217,0.396495,3233.278809,-4.298417,1127.518433,10.573237,-7.081381,42.731991,-2577.223633,-2874.893799,33.277485,,,,,,,,,,
2360,39.333333,0.456257,-0.009673,0.432758,3233.263672,-4.30326,1127.52832,10.598873,-7.0273,42.752151,-2577.21875,-2874.90625,33.254116,,,,,,,,,,
2361,39.35,0.453601,-0.018048,0.458172,3233.248535,-4.315533,1127.558838,10.562572,-6.996008,42.831974,-2577.17334,-2874.83667,33.277843,,,,,,,,,,
2362,39.366667,0.457124,-0.01276,0.46149,3233.225586,-4.31335,1127.559692,10.545821,-6.858285,42.810703,-2577.205811,-2874.929688,33.246162,,,,,,,,,,
2363,39.383333,0.437675,-0.008164,0.456051,3233.23877,-4.309285,1127.56897,10.579054,-7.093959,42.774033,-2577.215576,-2874.90625,33.251053,,,,,,,,,,
2364,39.4,0.449992,-0.007375,0.459213,3233.242432,-4.312766,1127.560059,10.589171,-7.04234,42.731159,-2577.227295,-2874.872314,33.24638,,,,,,,,,,
2365,39.416667,0.436721,0.012143,0.446759,3233.228027,-4.299849,1127.540161,10.549322,-6.979122,42.812519,-2577.207764,-2874.88208,33.22588,,,,,,,,,,
2366,39.433333,0.449095,0.013511,0.43804,3233.231445,-4.314716,1127.536255,10.654003,-7.107759,42.745338,-2577.229492,-2874.899902,33.232059,,,,,,,,,,
2367,39.45,0.468894,0.008983,0.465383,3233.226807,-4.318509,1127.550415,10.687797,-7.167415,42.830086,-2577.19043,-2874.820312,33.282536,,,,,,,,,,
2368,39.466667,0.459679,0.005977,0.482858,3233.227295,-4.297493,1127.546631,10.618979,-6.983365,42.83794,-2577.191895,-2874.868896,33.263443,,,,,,,,,,
2369,39.483333,0.428407,-0.006842,0.408853,3233.26123,-4.289573,1127.523926,10.609072,-7.001133,42.776409,-2577.203857,-2874.897949,33.30352,,,,,,,,,,
2370,39.5,0.470675,0.000649,0.422465,3233.267578,-4.31671,1127.540771,10.671235,-7.117963,42.812313,-2577.189453,-2874.865723,33.277058,,,,,,,,,,
2371,39.516667,0.446647,-0.012479,0.435582,3233.256592,-4.311599,1127.536011,10.62351,-7.143999,42.846298,-2577.198486,-2874.842041,33.303726,,,,,,,,,,
2372,39.533333,0.435287,-0.00255,0.409266,3233.263916,-4.307834,1127.51062,10.522292,-6.883406,42.773991,-2577.218018,-2874.880615,33.302177,,,,,,,,,,
2373,39.55,0.433253,0.002514,0.420895,3233.294434,-4.308916,1127.509644,10.720424,-7.088638,42.707924,-2577.244629,-2874.94043,33.223995,,,,,,,,,,
2374,39.566667,0.425098,0.00086,0.407129,3233.293213,-4.313205,1127.517578,10.583937,-6.999851,42.831596,-2577.199219,-2874.862793,33.27552,,,,,,,,,,
2375,39.583333,0.443847,-0.00613,0.418087,3233.276855,-4.302448,1127.514648,10.641088,-7.04049,42.730701,-2577.209717,-2874.846436,33.276875,,,,,,,,,,
2376,39.6,0.463205,0.015601,0.459988,3233.303955,-4.319161,1127.502319,10.686708,-7.184876,42.71949,-2577.216064,-2874.881836,33.240585,,,,,,,,,,
2377,39.616667,0.462829,-0.004936,0.435297,3233.291992,-4.328291,1127.520264,10.590992,-7.018326,42.745808,-2577.20752,-2874.871094,33.285694,,,,,,,,,,
2378,39.633333,0.452199,0.010903,0.475212,3233.289307,-4.304173,1127.565552,10.685839,-7.195258,42.760239,-2577.192627,-2874.857178,33.248928,,,,,,,,,,
2379,39.65,0.459561,-0.002266,0.416334,3233.26709,-4.319562,1127.542603,10.601027,-7.057417,42.814957,-2577.19165,-2874.894043,33.243969,,,,,,,,,,
2380,39.666667,0.433156,-0.017275,0.448148,3233.257324,-4.310275,1127.529785,10.606163,-7.148589,42.814278,-2577.192383,-2874.856445,33.26432,,,,,,,,,,
2381,39.683333,0.469589,0.091079,0.385596,3233.140137,-4.237643,1127.539917,10.593197,-6.962893,42.809422,-2577.187744,-2874.871582,33.227669,,,,,,,,,,
2382,39.7,0.444909,0.084821,0.39526,3233.169189,-4.272861,1127.538452,10.611864,-7.06901,42.803902,-2577.216309,-2874.854492,33.272987,,,,,,,,,,
2383,39.716667,0.447581,0.023009,0.444225,3233.231934,-4.313947,1127.533325,10.605674,-7.052763,42.78854,-2577.201172,-2874.897217,33.259277,,,,,,,,,,
2384,39.733333,0.440791,0.01137,0.461901,3233.276123,-4.312329,1127.539307,10.643657,-7.022276,42.773647,-2577.208984,-2874.895996,33.258469,,,,,,,,,,
2385,39.75,0.450156,0.000029,0.458817,3233.259766,-4.318721,1127.539551,10.68858,-7.172281,42.73204,-2577.211182,-2874.968262,33.194424,,,,,,,,,,
2386,39.766667,0.466258,-0.02622,0.463003,3233.24292,-4.324879,1127.561768,10.623628,-7.126851,42.796062,-2577.197021,-2874.89209,33.279629,,,,,,,,,,
2387,39.783333,0.466921,-0.022704,0.481191,3233.215088,-4.320849,1127.56958,10.600657,-6.949965,42.816998,-2577.213379,-2874.873779,33.284241,,,,,,,,,,
2388,39.8,0.45535,-0.030305,0.471704,3233.213135,-4.318342,1127.536255,10.63899,-7.111049,42.791557,-2577.227295,-2874.859619,33.242569,,,,,,,,,,
2389,39.816667,0.434519,-0.017099,0.435284,3233.25415,-4.312341,1127.5354,10.572556,-6.86229,42.744415,-2577.234619,-2874.915771,33.25589,,,,,,,,,,
2390,39.833333,0.459585,-0.030116,0.453882,3233.268311,-4.323135,1127.526855,10.645346,-7.223796,42.752621,-2577.226562,-2874.82373,33.293804,,,,,,,,,,
2391,39.85,0.465727,-0.021237,0.453977,3233.267578,-4.306474,1127.526733,10.586782,-7.104445,42.822662,-2577.202637,-2874.80249,33.272659,,,,,,,,,,
2392,39.866667,0.450751,-0.012058,0.440072,3233.246582,-4.322206,1127.537842,10.57993,-7.065561,42.754662,-2577.215088,-2874.8396,33.287766,,,,,,,,,,
2393,39.883333,0.458397,-0.03856,0.454297,3233.226562,-4.316144,1127.566406,10.649319,-7.117064,42.744198,-2577.208252,-2874.922852,33.269547,,,,,,,,,,
2394,39.9,0.436979,-0.028051,0.443397,3233.262451,-4.301601,1127.535889,10.580299,-7.099485,42.868546,-2577.182129,-2874.801758,33.324242,,,,,,,,,,
2395,39.916667,0.460334,-0.024307,0.449169,3233.254883,-4.309059,1127.535156,10.618833,-7.100577,42.765865,-2577.19751,-2874.876221,33.253765,,,,,,,,,,
2396,39.933333,0.454636,-0.02657,0.424564,3233.273926,-4.314776,1127.543457,10.552369,-6.877127,42.749428,-2577.238525,-2874.956543,33.279915,,,,,,,,,,
2397,39.95,0.443071,-0.004386,0.423366,3233.279053,-4.302009,1127.548584,10.523693,-6.882778,42.755966,-2577.211914,-2874.888672,33.276142,,,,,,,,,,
2398,39.966667,0.461425,-0.002683,0.452745,3233.22168,-4.283113,1127.569824,10.60634,-7.097036,42.80682,-2577.197266,-2874.827148,33.271591,,,,,,,,,,
2399,39.983333,0.443352,-0.013518,0.456626,3233.245361,-4.323193,1127.565186,10.609834,-7.107287,42.690289,-2577.228027,-2874.953369,33.220318,,,,,,,,,,
2400,40,0.454798,-0.01358,0.483162,3233.224609,-4.328452,1127.561523,10.587061,-7.121547,42.725407,-2577.226318,-2874.953613,33.218334,,,,,,,,,,
2401,40.016667,0.473139,-0.016654,0.503634,3233.182617,-4.31969,1127.580688,10.583356,-7.064278,42.917828,-2577.182861,-2874.770996,33.33577,,,,,,,,,,
2402,40.033333,0.462091,-0.004418,0.479455,3233.209473,-4.320008,1127.583374,10.622555,-7.144857,42.779221,-2577.204346,-2874.861572,33.263588,,,,,,,,,,
2403,40.05,0.464065,-0.025421,0.464295,3233.226562,-4.31408,1127.588867,10.548462,-7.042984,42.773438,-2577.200439,-2874.872314,33.265129,,,,,,,,,,
2404,40.066667,0.445415,-0.031009,0.443153,3233.240234,-4.299664,1127.562866,10.590408,-6.946632,42.772919,-2577.219482,-2874.871338,33.253262,,,,,,,,,,
2405,40.083333,0.409057,-0.008233,0.407606,3233.273926,-4.303976,1127.539673,10.654595,-7.109692,42.716671,-2577.232178,-2874.882324,33.241764,,,,,,,,,,
2406,40.1,0.446357,-0.007832,0.452576,3233.240723,-4.317145,1127.552124,10.614837,-7.175025,42.830208,-2577.194092,-2874.838623,33.292088,,,,,,,,,,
2407,40.116667,0.449661,-0.008229,0.476114,3233.184326,-4.288974,1127.573608,10.674841,-7.185302,42.823013,-2577.180908,-2874.896484,33.23259,,,,,,,,,,
2408,40.133333,0.421438,0.010193,0.42388,3233.215332,-4.2948,1127.558594,10.520784,-6.951837,42.731087,-2577.243896,-2875.010742,33.219711,,,,,,,,,,
2409,40.15,0.450727,-0.023336,0.445155,3233.264893,-4.320616,1127.544922,10.622727,-7.080813,42.697498,-2577.254395,-2874.965332,33.221462,,,,,,,,,,
2410,40.166667,0.456545,-0.03543,0.458713,3233.248047,-4.300029,1127.565308,10.606009,-7.010395,42.779736,-2577.231201,-2874.872803,33.25642,,,,,,,,,,
2411,40.183333,0.446807,-0.016937,0.418555,3233.239746,-4.300061,1127.561035,10.624069,-7.007342,42.736664,-2577.21875,-2874.902344,33.249264,,,,,,,,,,
2412,40.2,0.436503,-0.000609,0.429138,3233.267334,-4.32016,1127.577759,10.643084,-7.066539,42.658833,-2577.257568,-2874.923096,33.221012,,,,,,,,,,
2413,40.216667,0.492431,0.083738,0.386635,3233.187256,-4.259251,1127.587891,10.595677,-7.045104,42.868721,-2577.196533,-2874.735352,33.308979,,,,,,,,,,
2414,40.233333,0.462541,0.071773,0.396052,3233.194092,-4.281056,1127.582153,10.681858,-7.16385,42.7686,-2577.223145,-2874.818604,33.27486,,,,,,,,,,
2415,40.25,0.424643,0.002931,0.417242,3233.25415,-4.291087,1127.539551,10.573396,-7.067193,42.803864,-2577.211182,-2874.902588,33.275723,,,,,,,,,,
2416,40.266667,0.470099,0.102354,0.38688,3233.196533,-4.249456,1127.540405,10.527241,-7.04136,42.859287,-2577.175293,-2874.830322,33.320675,,,,,,,,,,
2417,40.283333,0.486392,0.106048,0.406721,3233.181396,-4.289047,1127.562378,10.580634,-7.02983,42.819176,-2577.190186,-2874.838867,33.298786,,,,,,,,,,
2418,40.3,0.464436,0.023718,0.47034,3233.210205,-4.320796,1127.576294,10.643697,-7.136743,42.7197,-2577.209717,-2874.940186,33.218269,,,,,,,,,,
2419,40.316667,0.434883,-0.023166,0.456124,3233.24292,-4.328795,1127.589233,10.591009,-7.172037,42.742489,-2577.209229,-2874.908691,33.252563,,,,,,,,,,
